Original HS Code,Original HS Classification,Description in Original Classification,Consolidated HS code
870850,2007,"Drive-axles with differential, whether/not provided with other transmission components, & non-driving axles; parts thereof of the motor vehicles of headings 87.01 to 87.05.",870840
870860,1996,Non-driving axles and parts thereof,870840
870860,2002,Nondriving axles and parts thereof,870840
870880,1996,Suspension shock-absorbers,870840
870880,2002,Suspension shockabsorbers,870840
870880,2007,"Suspension systems & parts thereof (incl. shock-absorbers) ,of the motor vehicles of headings 87.01 to 87.05",870840
870891,1996,Other parts and accessories :-- Radiators,870840
870891,2002,Radiators,870840
870891,2007,Radiators & parts thereof  for the motor vehicles of 87.01-87.05,870840
870892,1996,Other parts and accessories :-- Silencers and exhaust pipes,870840
870892,2002,Silencers and exhaust pipes,870840
870892,2007,Silencers (mufflers) & exhaust pipes; parts thereof for the motor vehicles of 87.01-87.05,870840
870894,1996,"Other parts and accessories :-- Steering wheels, steering columns and steering boxes",870840
870894,2002,"Steering wheels, steering columns and steering boxes",870840
870894,2007,"Steering wheels, steering columns & steering boxes; parts thereof  for the motor vehicles of 87.01-87.05",870840
870895,2007,Safety airbags with inflater system; parts thereof   for the motor vehicles of 87.01-87.05,870840
870899,1996,Other parts and accessories :-- Other,870840
870899,2002,Other,870840
870899,2007,"Other parts & accessories for the motor vehicles of 87.01-87.05, exclud. 8708.91/92/93/94/95.",870840
880110,1996,Gliders and hang gliders,880100
880110,2002,Gliders and hang gliders,880100
880190,1996,Other,880100
880190,2002,Other,880100
880521,2002,Air combat simulators and parts thereof,880520
880521,2007,Air combat simulators & parts thereof,880520
880529,2002,Other,880520
880529,2007,"Ground flying trainers other than air combat simulators, & parts thereof",880520
890610,2002,Warships,890600
890610,2007,Warships,890600
890690,2002,Other,890600
890690,2007,"Vessels, n.e.s. in 89.01-8906.10, incl. lifeboats other than rowing boats",890600
900652,1996,"Other cameras :-- Other, for roll film of a width less than 35 mm",900620
900652,2002,"Other, for roll film of a width less than 35 mm",900620
900652,2007,"Photographic cameras, for roll film of a width less than 35 mm.",900620
900653,1996,"Other cameras :-- Other, for roll film of a width of 35 mm",900620
900653,2002,"Other, for roll film of a width of 35 mm",900620
900653,2007,"Photographic cameras, for roll film of a width of 35 mm.",900620
900659,1996,Other cameras :-- Other,900620
900659,2002,Other,900620
900659,2007,"Photographic cameras, other n.e.s.",900620
900669,1996,Photographic flashlight apparatus and flashbulbs :-- Other,900662
900669,2002,Other,900662
900669,2007,Other photographic flashlight apparatus & flashbulbs other than discharge lamp (electronic) flashlight apparatus,900662
900991,2002,Automatic document feeders,900990
900992,2002,Paper feeders,900990
900993,2002,Sorters,900990
900999,2002,Other,900990
902119,1996,Artificial joints and other orthopaedic or fracture appliances :-- Other,902110
902111,1996,Artificial joints and other orthopaedic or fracture appliances :-- Artificial joints,902131
902130,1996,Other artificial parts of the body,902139
902780,1996,Other instruments and apparatus,902740
902780,2002,Other instruments and apparatus,902740
902780,2007,"Instruments & apparatus for physical/chemical analysis, n.e.s. in 90.27",902740
903032,2007,Multimeters with a recording device,903020
903083,1996,"Other instruments and apparatus :-- Other, with a recording device",903020
903083,2002,"Other, with a recording device",903020
903084,2007,"Other instruments & apparatusspecially designed for telecommunications, with a recording device",903020
903089,1996,Other instruments and apparatus :-- Other,903020
903089,2002,Other,903020
903089,2007,"Other instruments & apparatusspecially designed for telecommunications, exclud. 9030.82/84",903020
903033,2007,"Other instruments & apparatus, for measuring/checking voltage, current, resistance/power, without a recording device, other than 9030.31 & 9030.32,",903039
903149,1996,Other optical instruments and appliances :-- Other,903130
903149,2002,Other,903130
903149,2007,"Other optical instruments & appliances , other than 9031.41",903130
910119,1996,"Wrist-watches, electrically operated, whether or not incorporating a stop-watch facility :-- Other",910112
910119,2002,Other,910112
910119,2007,"Other Wrist-watches, electrically operated, whether/not incorporating a stop-watch facility, without mechanical display, with case of precious metal/metal clad with precious metal",910112
910690,1996,Other,910620
910690,2002,Other,910620
910690,2007,"Other time of day recording apparatus, with clock/watch movement/with synchronous motor , other than time-registers/time-recorders.",910620
910891,1996,Other :-- Measuring 33.8 mm or less,910890
910899,1996,Other,910890
911210,1996,Cases of metal,911220
911280,1996,Other cases,911220
920300,1996,Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds.,920590
920300,2002,Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds.,920590
920410,1996,Accordions and similar instruments,920590
920410,2002,Accordions and similar instruments,920590
920420,1996,Mouth organs,920590
920420,2002,Mouth organs,920590
920910,1996,"Metronomes, tuning forks and pitch pipes",920999
920910,2002,"Metronomes, tuning forks and pitch pipes",920999
920920,1996,Mechanisms for musical boxes,920999
920920,2002,Mechanisms for musical boxes,920999
920993,1996,Other :-- Parts and accessories for the musical instruments of heading No. 92.03,920999
920993,2002,Parts and accessories for the musical instruments of heading 92.03,920999
930111,2002,Selfpropelled,930100
930111,2007,"Artillery weapons (e.g., guns, howitzers & mortars), self-propelled",930100
930119,2002,Other,930100
930119,2007,"Artillery weapons (e.g., guns, howitzers & mortars), other than self-propelled",930100
930120,2002,Rocket launchers; flamethrowers; grenade launchers; torpedo tubes and similar projectors,930100
930120,2007,Rocket launchers; flame-throwers; grenade launchers; torpedo tubes & similar projectors,930100
930190,2002,Other,930100
930190,2007,"Military weapons, other than revolvers, pistols & the arms of 93.07, n.e.s. in 93.01",930100
930591,2002,Of military weapons of heading 93.01,930590
930591,2007,Parts & accessories of military weapons of 93.01,930590
930599,2002,Other,930590
930599,2007,"Parts & accessories of articles of 93.01-93.04, n.e.s. in 93.05",930590
930630,1996,Other cartridges and parts thereof,930610
930630,2002,Other cartridges and parts thereof,930610
930630,2007,"Other cartridges & thereof bombs, grenades, torpedoes, mines, missiles & similar munitions of war",930610
940151,2007,Seats of bamboo/rattan.,940150
940159,2007,"Seats of cane/osier, other than of bamboo/rattan.",940150
940381,2007,Furniture of banboo/rattan.,940380
940389,2007,"Furniture of other materials, incl. cane, osier,/similar materials; other than bamboo/rattan.",940380
950100,1996,"Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",950300
950100,2002,"Wheeled toys designed to be ridden by children (for example, tricycles, scooters, pedal cars); dolls' carriages.",950300
950210,1996,"Dolls, whether or not dressed",950300
950210,2002,"Dolls, whether or not dressed",950300
950291,1996,"Parts and accessories :-- Garments and accessories therefor, footwear and headgear",950300
950291,2002,"Garments and accessories therefor, footwear and headgear",950300
950299,1996,Parts and accessories :-- Other,950300
950299,2002,Other,950300
950310,1996,"Electric trains, including tracks, signals and other accessories therefor",950300
950310,2002,"Electric trains, including tracks, signals and other accessories therefor",950300
950320,1996,"Reduced-size (scale) model assembly kits, whether or not working models, excluding those of subheading No. 9503.10",950300
950320,2002,"Reducedsize (scale) model assembly kits, whether or not working models, excluding those of subheading 9503.10",950300
950330,1996,Other construction sets and constructional toys,950300
950330,2002,Other construction sets and constructional toys,950300
950341,1996,Toys representing animals or non-human creatures :-- Stuffed,950300
950341,2002,Stuffed,950300
950349,1996,Toys representing animals or non-human creatures :-- Other,950300
950349,2002,Other,950300
950350,1996,Toy musical instruments and apparatus,950300
950350,2002,Toy musical instruments and apparatus,950300
950360,1996,Puzzles,950300
950360,2002,Puzzles,950300
950370,1996,"Other toys, put up in sets or outfits",950300
950370,2002,"Other toys, put up in sets or outfits",950300
950380,1996,"Other toys and models, incorporating a motor",950300
950380,2002,"Other toys and models, incorporating a motor",950300
950390,1996,Other,950300
950390,2002,Other,950300
950490,1996,Other,950430
950490,2002,Other,950430
950490,2007,"Articles for funfair/table/parlour games (excl. playing cards), incl. pintables, special tables for casino games & auto. bowling alley equip.",950430
950810,2002,Travelling circuses and travelling menageries,950800
950810,2007,Travelling circuses & travelling menageries,950800
